BSSID, First time seen, Last time seen, channel, Speed, Privacy, Cipher, Authentication, Power, # beacons, # IV, LAN IP, ID-length, ESSID, Key,Station MAC, First time seen, Last time seen, Power, # packets, BSSID, Probed ESSIDs
,,,,,,,,,,,,,,,C2:F4:21:4F:CE:2F, 2023-01-30 20:23:32, 2023-01-30 20:23:32,-65,2, (not associated) ,
,,,,,,,,,,,,,,,DE:BB:3A:FB:D6:BB, 2023-01-30 20:23:21, 2023-01-30 20:23:21,-55,2, (not associated) ,
,,,,,,,,,,,,,,,B4:69:21:28:1E:78, 2023-01-30 20:22:53, 2023-01-30 20:23:19,-65,8, FC:EC:DA:E6:51:D9,
,,,,,,,,,,,,,,,9E:27:42:77:9F:CC, 2023-01-30 20:23:10, 2023-01-30 20:23:10,-61,1, (not associated) ,
,,,,,,,,,,,,,,,C6:77:06:FB:81:2B, 2023-01-30 20:22:55, 2023-01-30 20:22:55,-67,2, (not associated) ,
,,,,,,,,,,,,,,,52:57:C0:8A:F8:C6, 2023-01-30 20:22:21, 2023-01-30 20:22:21,-59,1, (not associated) ,
,,,,,,,,,,,,,,,5E:73:48:8F:E1:3A, 2023-01-30 20:22:22, 2023-01-30 20:22:22,-63,1, (not associated) ,
,,,,,,,,,,,,,,,66:D9:AD:AA:A2:D9, 2023-01-30 20:22:22, 2023-01-30 20:22:22,-63,1, (not associated) ,
,,,,,,,,,,,,,,,9A:F7:16:23:73:FE, 2023-01-30 20:22:28, 2023-01-30 20:22:28,-57,2, (not associated) ,
,,,,,,,,,,,,,,,E2:5E:36:5C:C4:A5, 2023-01-30 20:22:37, 2023-01-30 20:22:37,-69,1, (not associated) ,
,,,,,,,,,,,,,,,7E:AC:C1:2B:2A:52, 2023-01-30 20:22:49, 2023-01-30 20:22:49,-73,2, (not associated) ,
,,,,,,,,,,,,,,,92:83:C8:B8:59:3A, 2023-01-30 20:22:50, 2023-01-30 20:22:50,-71,1, (not associated) ,
,,,,,,,,,,,,,,,9E:A3:77:27:4E:86, 2023-01-30 20:22:50, 2023-01-30 20:22:50,-67,1, (not associated) ,
,,,,,,,,,,,,,,,1A:A1:86:0A:32:56, 2023-01-30 20:22:50, 2023-01-30 20:22:50,-67,1, (not associated) ,
,,,,,,,,,,,,,,,1E:CB:CA:88:70:C5, 2023-01-30 20:24:51, 2023-01-30 20:24:51,-65,1, (not associated) ,
,,,,,,,,,,,,,,,DA:38:3C:C8:F8:48, 2023-01-30 20:24:50, 2023-01-30 20:24:50,-61,2, (not associated) ,
,,,,,,,,,,,,,,,A2:E7:70:B8:D2:AA, 2023-01-30 20:25:14, 2023-01-30 20:25:14,-63,1, (not associated) ,
,,,,,,,,,,,,,,,34:C9:3D:D7:55:91, 2023-01-30 20:25:07, 2023-01-30 20:25:51,-89,2, D8:38:0D:80:A0:C1,
,,,,,,,,,,,,,,,4E:EF:B7:A9:58:49, 2023-01-30 20:25:50, 2023-01-30 20:25:51,-75,2, (not associated) ,
,,,,,,,,,,,,,,,02:18:3E:15:65:DA, 2023-01-30 20:22:52, 2023-01-30 20:25:50,-57,5, F4:92:BF:CA:7C:AC,
,,,,,,,,,,,,,,,A4:07:B6:39:1A:BE, 2023-01-30 20:26:25, 2023-01-30 20:26:25,-71,7, (not associated) ,
,,,,,,,,,,,,,,,DE:FE:8C:8F:8C:1E, 2023-01-30 20:26:57, 2023-01-30 20:27:05,-80,3, 00:25:00:FF:94:73,
,,,,,,,,,,,,,,,4E:A1:D9:4E:45:2F, 2023-01-30 20:21:58, 2023-01-30 20:27:16,-69,142, F4:92:BF:CA:7C:AC,M-HOME_2.4 FL3
,,,,,,,,,,,,,,,E2:EB:7E:99:17:9E, 2023-01-30 20:24:33, 2023-01-30 20:27:42,-73,8, C2:9B:D1:CB:CF:64,
,,,,,,,,,,,,,,,8E:E5:CB:FD:2E:9A, 2023-01-30 20:27:50, 2023-01-30 20:27:50,-65,1, (not associated) ,
,,,,,,,,,,,,,,,12:83:2C:96:CE:84, 2023-01-30 20:27:51, 2023-01-30 20:27:51,-65,1, (not associated) ,
,,,,,,,,,,,,,,,FA:87:4B:D7:3E:57, 2023-01-30 20:28:03, 2023-01-30 20:28:03,-63,2, (not associated) ,
,,,,,,,,,,,,,,,1A:25:11:13:3A:4D, 2023-01-30 20:28:40, 2023-01-30 20:28:40,-63,1, (not associated) ,
,,,,,,,,,,,,,,,0A:D6:4D:64:DE:A3, 2023-01-30 20:27:23, 2023-01-30 20:28:51,-73,20, 18:E8:29:FE:EB:AF,M-HOME_FL1
,,,,,,,,,,,,,,,3E:95:57:AB:A5:A2, 2023-01-30 20:28:51, 2023-01-30 20:28:51,-71,1, (not associated) ,
,,,,,,,,,,,,,,,06:88:D8:01:64:62, 2023-01-30 20:29:32, 2023-01-30 20:29:47,-80,3, 00:25:00:FF:94:73,
,,,,,,,,,,,,,,,A6:45:17:BC:6B:96, 2023-01-30 20:29:16, 2023-01-30 20:29:59,-75,19, A6:07:B6:39:1A:BE,
,,,,,,,,,,,,,,,A2:29:DC:62:3C:3B, 2023-01-30 20:29:15, 2023-01-30 20:29:15,-73,1, (not associated) ,
,,,,,,,,,,,,,,,D8:A3:15:B5:FC:D1, 2023-01-30 20:22:01, 2023-01-30 20:29:50,-73,183, E8:65:D4:64:D1:11,
,,,,,,,,,,,,,,,36:0F:05:6A:B5:6D, 2023-01-30 20:29:20, 2023-01-30 20:29:20,-71,1, (not associated) ,
,,,,,,,,,,,,,,,A6:32:EB:9E:62:F5, 2023-01-30 20:29:34, 2023-01-30 20:29:34,-71,1, (not associated) ,
,,,,,,,,,,,,,,,2A:7D:EE:40:31:A3, 2023-01-30 20:29:06, 2023-01-30 20:29:06,-69,1, (not associated) ,
,,,,,,,,,,,,,,,56:00:48:AA:03:CA, 2023-01-30 20:29:11, 2023-01-30 20:29:11,-69,1, (not associated) ,
,,,,,,,,,,,,,,,80:4E:70:BC:6E:52, 2023-01-30 20:23:12, 2023-01-30 20:29:15,-67,2, (not associated) ,
,,,,,,,,,,,,,,,6A:5E:2B:CD:83:4F, 2023-01-30 20:29:31, 2023-01-30 20:29:31,-67,1, (not associated) ,
,,,,,,,,,,,,,,,4E:80:94:C7:2D:70, 2023-01-30 20:29:01, 2023-01-30 20:29:42,-67,34, F4:92:BF:CA:7C:AC,M-HOME_2.4 FL3
,,,,,,,,,,,,,,,DA:CB:8B:1E:BD:15, 2023-01-30 20:29:07, 2023-01-30 20:29:07,-65,2, (not associated) ,
,,,,,,,,,,,,,,,D2:B0:39:7B:20:35, 2023-01-30 20:29:32, 2023-01-30 20:29:32,-65,1, (not associated) ,
,,,,,,,,,,,,,,,7E:87:A6:38:41:3F, 2023-01-30 20:29:07, 2023-01-30 20:29:07,-63,1, (not associated) ,
,,,,,,,,,,,,,,,FE:9A:D4:94:B8:75, 2023-01-30 20:29:08, 2023-01-30 20:29:08,-63,1, (not associated) ,
,,,,,,,,,,,,,,,FE:60:F2:0E:5B:24, 2023-01-30 20:29:32, 2023-01-30 20:29:32,-63,2, (not associated) ,
,,,,,,,,,,,,,,,6A:68:0C:33:25:DE, 2023-01-30 20:22:53, 2023-01-30 20:29:43,-59,14, 50:C7:BF:1A:87:93,
,,,,,,,,,,,,,,,14:1F:78:8F:A9:68, 2023-01-30 20:21:58, 2023-01-30 20:30:02,-53,774, F4:92:BF:CA:7C:AC,PRAPAS
,,,,,,,,,,,,,,,66:A0:33:AF:7A:06, 2023-01-30 20:21:58, 2023-01-30 20:30:02,-59,208, F0:0F:EC:72:20:98,
,,,,,,,,,,,,,,,C8:21:58:AF:7D:A5, 2023-01-30 20:22:21, 2023-01-30 20:29:57,-57,46, FC:EC:DA:E6:51:D9,M-HOME_FL4
,,,,,,,,,,,,,,,3C:6A:A7:DC:71:2F, 2023-01-30 20:21:56, 2023-01-30 20:30:02,-51,99, 1A:5F:A7:1C:AB:D7,WRS3_1234
,,,,,,,,,,,,,,,B8:27:EB:A9:06:0A, 2023-01-30 20:22:07, 2023-01-30 20:29:10,-37,147, 1A:5F:A7:1C:AB:D7,
,,,,,,,,,,,,,,,1C:3B:F3:30:65:C1, 2023-01-30 20:23:42, 2023-01-30 20:30:00,-1,10, AC:9E:17:5C:AE:CC,
,,,,,,,,,,,,,,,EA:E4:ED:DC:D8:71, 2023-01-30 20:22:42, 2023-01-30 20:29:51,-1,10, AC:9E:17:5C:AE:CC,
,,,,,,,,,,,,,,,C8:A8:23:11:F7:C1, 2023-01-30 20:23:25, 2023-01-30 20:29:42,-1,6, 8C:FD:18:B0:9E:64,
,,,,,,,,,,,,,,,D8:F2:CA:DC:96:EB, 2023-01-30 20:23:42, 2023-01-30 20:29:59,-1,38, AC:9E:17:5C:AE:CC,
