BSSID, First time seen, Last time seen, channel, Speed, Privacy, Cipher, Authentication, Power, # beacons, # IV, LAN IP, ID-length, ESSID, Key,Station MAC, First time seen, Last time seen, Power, # packets, BSSID, Probed ESSIDs
06:16:F9:7B:26:77, 2023-01-30 19:32:00, 2023-01-30 19:33:25,7,270, WPA2 WPA, CCMP TKIP, PSK,-74,2,0,   0.  0.  0.  0,9, KATEKAEW4, ,D2:0F:19:F9:4F:A0, 2023-01-30 19:35:06, 2023-01-30 19:35:06,-61,2, (not associated) ,
84:16:F9:7B:26:77, 2023-01-30 19:34:09, 2023-01-30 19:35:16,7,270, WPA2 WPA, CCMP TKIP, PSK,-78,2,0,   0.  0.  0.  0,9, KATEKAEW5, ,2E:EB:27:26:6E:07, 2023-01-30 19:35:11, 2023-01-30 19:35:11,-63,1, (not associated) ,
18:CF:24:AE:95:BC, 2023-01-30 19:35:16, 2023-01-30 19:35:16,6,130, WPA2 WPA, CCMP TKIP, PSK,-72,0,0,   0.  0.  0.  0,4, A401, ,5E:E5:0C:0C:CC:54, 2023-01-30 19:35:07, 2023-01-30 19:35:07,-75,1, 18:56:44:02:41:30,
CA:13:8B:95:C3:19, 2023-01-30 19:31:42, 2023-01-30 19:36:42,6,130, WPA2, CCMP, PSK,-76,1,0,   0.  0.  0.  0,13, Soulhumack_2G, ,96:38:5F:9F:9F:3A, 2023-01-30 19:34:57, 2023-01-30 19:34:57,-63,1, (not associated) ,
DE:02:44:0C:2D:23, 2023-01-30 19:35:09, 2023-01-30 19:37:16,6,130, WPA3 WPA2, CCMP, SAE PSK,-83,5,3,   0.  0.  0.  0,23, , ,6A:1F:17:50:D1:A1, 2023-01-30 19:34:59, 2023-01-30 19:34:59,-73,2, F6:92:BF:CB:7C:AC,
94:46:96:56:DC:64, 2023-01-30 19:32:16, 2023-01-30 19:37:16,1,130, WPA2, CCMP TKIP, PSK,-72,9,0,   0.  0.  0.  0,10, Moss2.4GHz, ,2E:E5:95:37:EC:4C, 2023-01-30 19:34:46, 2023-01-30 19:34:46,-43,1, (not associated) ,
18:56:44:02:41:30, 2023-01-30 19:35:07, 2023-01-30 19:37:42,4,-1, WPA, ,   ,-80,0,1,   0.  0.  0.  0,0, , ,C6:28:A6:4D:FB:0D, 2023-01-30 19:34:46, 2023-01-30 19:34:46,-47,1, (not associated) ,
C8:13:8B:95:C3:19, 2023-01-30 19:31:42, 2023-01-30 19:38:08,6,130, WPA2, CCMP, PSK,-82,18,0,   0.  0.  0.  0,0, , ,F2:C2:28:C4:68:C0, 2023-01-30 19:34:47, 2023-01-30 19:34:47,-59,1, (not associated) ,
26:56:C8:D1:A0:75, 2023-01-30 19:31:25, 2023-01-30 19:38:17,11,65, WPA2, CCMP, PSK,-80,1,0,   0.  0.  0.  0,14, Galaxy A30DBE7, ,B2:75:35:A2:54:FD, 2023-01-30 19:34:45, 2023-01-30 19:34:45,-61,1, (not associated) ,
E8:65:D4:64:D1:15, 2023-01-30 19:31:17, 2023-01-30 19:38:09,40,780, WPA2, CCMP TKIP, PSK,-78,41,0,   0.  0.  0.  0,8, MHOME_5G, ,FE:17:3C:F7:E8:70, 2023-01-30 19:33:03, 2023-01-30 19:34:46,-65,5, 18:E8:29:FE:EB:AF,M-HOME_FL1
C0:C9:E3:D7:DD:9D, 2023-01-30 19:32:33, 2023-01-30 19:38:16,2,270, OPN, ,   ,-69,12,0,   0.  0.  0.  0,11, Maprang_FL6, ,E2:CB:35:33:08:F4, 2023-01-30 19:34:43, 2023-01-30 19:34:43,-69,2, (not associated) ,
F4:92:BF:CA:7C:AC, 2023-01-30 19:31:15, 2023-01-30 19:38:17,1,130, OPN, ,   ,-57,53,127,  10.  5. 50.191,14, M-HOME_2.4 FL3, ,16:5E:5F:F1:0A:61, 2023-01-30 19:34:35, 2023-01-30 19:34:35,-63,1, (not associated) ,
B8:3A:08:C5:82:01, 2023-01-30 19:31:15, 2023-01-30 19:38:09,2,130, WPA2, CCMP, PSK,-67,6,0,   0.  0.  0.  0,9, BANNAKAN4, ,BE:13:B3:34:41:C4, 2023-01-30 19:34:30, 2023-01-30 19:34:30,-69,1, (not associated) ,
AC:85:3D:EF:52:D0, 2023-01-30 19:31:16, 2023-01-30 19:38:17,11,130, WPA2, CCMP, PSK,-63,28,13,   0.  0.  0.  0,9, Big Mouth, ,16:34:A2:0D:A0:D5, 2023-01-30 19:34:33, 2023-01-30 19:34:33,-83,1, E8:65:D4:64:D1:11,
8C:FD:18:B0:9E:64, 2023-01-30 19:31:16, 2023-01-30 19:38:16,9,130, WPA2 WPA, CCMP, PSK,-59,110,0,   0.  0.  0.  0,4, Reef, ,A2:C7:4B:67:2E:23, 2023-01-30 19:34:23, 2023-01-30 19:34:23,-55,2, (not associated) ,
78:90:A2:8F:A5:CE, 2023-01-30 19:31:25, 2023-01-30 19:38:17,11,360, WPA2, CCMP TKIP, PSK,-61,116,0,   0.  0.  0.  0,10, sirin_2.4G, ,BE:92:1C:5A:27:97, 2023-01-30 19:34:23, 2023-01-30 19:34:23,-55,1, (not associated) ,
10:27:F5:69:FB:1A, 2023-01-30 19:31:16, 2023-01-30 19:38:17,10,270, WPA2, CCMP, PSK,-55,180,0,   0.  0.  0.  0,12, BajangWIFI24, ,5E:F6:26:DB:07:32, 2023-01-30 19:34:23, 2023-01-30 19:34:23,-65,1, (not associated) ,
AC:9E:17:5C:AE:CC, 2023-01-30 19:31:16, 2023-01-30 19:38:16,6,130, WPA2, CCMP, PSK,-57,174,262,   0.  0.  0.  0,8, MHome2.4, ,66:BA:2C:C6:BF:C2, 2023-01-30 19:34:08, 2023-01-30 19:34:08,-67,1, (not associated) ,
FC:EC:DA:E6:51:D9, 2023-01-30 19:31:14, 2023-01-30 19:38:17,11,130, OPN, ,   ,-45,257,26,  10.  5. 50. 13,10, M-HOME_FL4, ,C0:18:03:9E:B1:CC, 2023-01-30 19:34:08, 2023-01-30 19:34:08,-69,1, (not associated) ,oms2
E8:65:D4:64:D1:11, 2023-01-30 19:31:16, 2023-01-30 19:38:16,5,270, WPA2, CCMP TKIP, PSK,-50,187,25,   0.  0.  0.  0,5, MHOME, ,10:5A:17:36:11:F4, 2023-01-30 19:34:08, 2023-01-30 19:34:08,-75,2, (not associated) ,HOKAPOWER_2.4G
1A:5F:A7:1C:AB:D7, 2023-01-30 19:31:16, 2023-01-30 19:38:16,6,130, WPA3 WPA2, CCMP, SAE PSK,-51,180,6,   0.  0.  0.  0,3, Aim, ,22:03:CD:A7:76:CE, 2023-01-30 19:33:43, 2023-01-30 19:33:43,-61,1, (not associated) ,
00:0E:F4:FB:E5:59, 2023-01-30 19:31:15, 2023-01-30 19:38:16,1,130, WPA2 WPA, CCMP TKIP, PSK,-42,125,0,   0.  0.  0.  0,4, TEST, ,92:A1:B2:B2:EC:D1, 2023-01-30 19:33:21, 2023-01-30 19:33:21,-67,1, (not associated) ,
50:C7:BF:1A:87:93, 2023-01-30 19:31:15, 2023-01-30 19:38:17,4,130, WPA2, CCMP, PSK,-42,203,182,   0.  0.  0.  0,13, Mhome_Private, ,A6:6C:A6:D0:4C:1B, 2023-01-30 19:33:21, 2023-01-30 19:33:21,-69,1, (not associated) ,
F0:0F:EC:72:20:98, 2023-01-30 19:31:15, 2023-01-30 19:38:17,1,130, WPA2, CCMP, PSK,-31,110,1,   0.  0.  0.  0,4, ... , ,2E:1E:9A:4B:D0:AA, 2023-01-30 19:33:06, 2023-01-30 19:33:06,-49,1, (not associated) ,
18:E8:29:FE:EB:AF, 2023-01-30 19:31:41, 2023-01-30 19:38:07,1,-1, , ,   ,-1,0,0,   0.  0.  0.  0,0, , ,9E:E5:69:00:DC:83, 2023-01-30 19:33:06, 2023-01-30 19:33:06,-53,2, (not associated) ,
00:25:00:FF:94:73, 2023-01-30 19:33:42, 2023-01-30 19:38:01,-1,-1, , ,   ,-1,0,0,   0.  0.  0.  0,0, , ,66:AA:7B:E8:C1:C1, 2023-01-30 19:33:11, 2023-01-30 19:33:11,-55,1, (not associated) ,
CC:BB:FE:9D:B3:6C, 2023-01-30 19:38:16, 2023-01-30 19:38:16,4,130, WPA2 WPA, CCMP, PSK,-72,1,0,   0.  0.  0.  0,4, A800, ,66:20:90:34:11:0E, 2023-01-30 19:31:41, 2023-01-30 19:32:59,-65,2, 18:E8:29:FE:EB:AF,
,,,,,,,,,,,,,,,0E:18:6D:63:83:36, 2023-01-30 19:32:44, 2023-01-30 19:32:44,-45,1, (not associated) ,
,,,,,,,,,,,,,,,AA:5A:43:F3:20:B2, 2023-01-30 19:32:44, 2023-01-30 19:32:44,-45,1, (not associated) ,
,,,,,,,,,,,,,,,A6:81:3E:A5:DA:C5, 2023-01-30 19:32:44, 2023-01-30 19:32:44,-47,1, (not associated) ,
,,,,,,,,,,,,,,,72:56:3B:A5:40:EA, 2023-01-30 19:32:45, 2023-01-30 19:32:45,-51,1, (not associated) ,
,,,,,,,,,,,,,,,1A:C3:9C:C5:0E:73, 2023-01-30 19:32:43, 2023-01-30 19:32:43,-83,2, (not associated) ,
,,,,,,,,,,,,,,,7E:D3:F3:D0:F5:A8, 2023-01-30 19:32:19, 2023-01-30 19:32:19,-69,1, (not associated) ,
,,,,,,,,,,,,,,,A6:29:21:DB:07:43, 2023-01-30 19:32:07, 2023-01-30 19:32:07,-67,1, (not associated) ,
,,,,,,,,,,,,,,,46:2C:D1:2E:AD:F1, 2023-01-30 19:31:56, 2023-01-30 19:31:56,-59,1, (not associated) ,
,,,,,,,,,,,,,,,9A:D3:BF:9C:18:64, 2023-01-30 19:31:56, 2023-01-30 19:31:56,-67,1, (not associated) ,
,,,,,,,,,,,,,,,BE:6B:B4:1C:E2:94, 2023-01-30 19:31:34, 2023-01-30 19:31:34,-67,2, FC:EC:DA:E6:51:D9,
,,,,,,,,,,,,,,,DA:C4:DA:F8:16:A4, 2023-01-30 19:31:14, 2023-01-30 19:31:14,-69,1, (not associated) ,
,,,,,,,,,,,,,,,FA:CC:10:E0:61:FA, 2023-01-30 19:31:51, 2023-01-30 19:31:51,-73,1, (not associated) ,
,,,,,,,,,,,,,,,DE:E7:0E:DC:95:F9, 2023-01-30 19:32:03, 2023-01-30 19:32:03,-57,2, (not associated) ,
,,,,,,,,,,,,,,,82:FE:46:BB:1F:19, 2023-01-30 19:32:29, 2023-01-30 19:32:29,-69,1, (not associated) ,
,,,,,,,,,,,,,,,EE:00:51:43:C6:59, 2023-01-30 19:32:52, 2023-01-30 19:32:52,-81,1, (not associated) ,
,,,,,,,,,,,,,,,BE:99:D7:53:94:8F, 2023-01-30 19:33:02, 2023-01-30 19:33:02,-57,1, (not associated) ,
,,,,,,,,,,,,,,,26:41:A2:BF:18:1A, 2023-01-30 19:33:25, 2023-01-30 19:33:25,-53,7, FE:EC:DA:E7:51:D9,
,,,,,,,,,,,,,,,F6:85:35:BA:54:90, 2023-01-30 19:33:25, 2023-01-30 19:33:25,-53,1, (not associated) ,
,,,,,,,,,,,,,,,92:5E:51:28:0D:26, 2023-01-30 19:33:50, 2023-01-30 19:33:50,-63,4, (not associated) ,
,,,,,,,,,,,,,,,26:15:6B:AC:3A:7D, 2023-01-30 19:34:00, 2023-01-30 19:34:00,-77,1, (not associated) ,
,,,,,,,,,,,,,,,A6:95:69:87:18:26, 2023-01-30 19:34:17, 2023-01-30 19:34:17,-61,1, (not associated) ,
,,,,,,,,,,,,,,,8A:03:E8:37:8E:CD, 2023-01-30 19:33:42, 2023-01-30 19:34:38,-70,16, 00:25:00:FF:94:73,
,,,,,,,,,,,,,,,02:76:23:2C:9D:B8, 2023-01-30 19:34:40, 2023-01-30 19:34:40,-65,4, (not associated) ,
,,,,,,,,,,,,,,,22:55:1E:FC:DA:14, 2023-01-30 19:35:00, 2023-01-30 19:35:00,-75,2, F4:92:BF:CA:7C:AC,
,,,,,,,,,,,,,,,96:A5:6C:B4:19:0F, 2023-01-30 19:35:00, 2023-01-30 19:35:00,-69,2, (not associated) ,
,,,,,,,,,,,,,,,A6:49:8A:71:0C:77, 2023-01-30 19:35:01, 2023-01-30 19:35:01,-69,1, F4:92:BF:CA:7C:AC,
,,,,,,,,,,,,,,,8E:74:CC:4F:EE:A8, 2023-01-30 19:33:13, 2023-01-30 19:35:00,-67,2, (not associated) ,Maprang_FL4_5G
,,,,,,,,,,,,,,,84:6F:CE:6F:D0:E9, 2023-01-30 19:32:09, 2023-01-30 19:35:17,-63,2, E8:65:D4:64:D1:11,
,,,,,,,,,,,,,,,96:B5:1D:7E:2D:0A, 2023-01-30 19:35:13, 2023-01-30 19:35:13,-59,1, (not associated) ,
,,,,,,,,,,,,,,,3E:1F:41:CA:00:B4, 2023-01-30 19:35:25, 2023-01-30 19:35:25,-1,1, 26:56:C8:D1:A0:75,
,,,,,,,,,,,,,,,02:0C:4C:0E:54:72, 2023-01-30 19:35:39, 2023-01-30 19:35:39,-69,2, (not associated) ,
,,,,,,,,,,,,,,,B2:EF:0D:51:E2:54, 2023-01-30 19:35:40, 2023-01-30 19:35:40,-55,2, (not associated) ,
,,,,,,,,,,,,,,,80:4E:70:BC:6E:52, 2023-01-30 19:35:32, 2023-01-30 19:38:14,-57,33, (not associated) ,4405
,,,,,,,,,,,,,,,8E:D4:F4:6F:FB:EC, 2023-01-30 19:36:17, 2023-01-30 19:36:17,-85,1, FC:EC:DA:E6:51:D9,
,,,,,,,,,,,,,,,34:6F:24:E4:65:8B, 2023-01-30 19:36:49, 2023-01-30 19:36:50,-67,14, (not associated) ,
,,,,,,,,,,,,,,,BA:0D:4E:2A:B9:0A, 2023-01-30 19:37:04, 2023-01-30 19:37:04,-61,1, (not associated) ,
,,,,,,,,,,,,,,,C2:BF:14:6D:2D:A8, 2023-01-30 19:38:01, 2023-01-30 19:38:01,-84,1, 00:25:00:FF:94:73,
,,,,,,,,,,,,,,,86:D5:95:17:70:5B, 2023-01-30 19:32:48, 2023-01-30 19:38:07,-81,3, 18:E8:29:FE:EB:AF,
,,,,,,,,,,,,,,,E2:5F:69:A6:2D:21, 2023-01-30 19:37:25, 2023-01-30 19:37:25,-81,1, 00:25:00:FF:94:73,
,,,,,,,,,,,,,,,96:81:6F:07:40:4B, 2023-01-30 19:37:46, 2023-01-30 19:37:46,-79,2, 00:25:00:FF:94:73,
,,,,,,,,,,,,,,,6A:68:0C:33:25:DE, 2023-01-30 19:32:16, 2023-01-30 19:38:07,-75,13, 50:C7:BF:1A:87:93,
,,,,,,,,,,,,,,,14:1F:78:8F:A9:68, 2023-01-30 19:31:15, 2023-01-30 19:38:17,-45,565, F4:92:BF:CA:7C:AC,
,,,,,,,,,,,,,,,EA:E4:ED:DC:D8:71, 2023-01-30 19:31:59, 2023-01-30 19:38:08,-71,145, AC:9E:17:5C:AE:CC,MHome2.4
,,,,,,,,,,,,,,,64:90:C1:8A:52:9E, 2023-01-30 19:33:00, 2023-01-30 19:37:25,-69,23, 8C:FD:18:B0:9E:64,
,,,,,,,,,,,,,,,7E:E8:40:FC:4D:4B, 2023-01-30 19:37:35, 2023-01-30 19:37:35,-69,1, (not associated) ,
,,,,,,,,,,,,,,,4E:A1:D9:4E:45:2F, 2023-01-30 19:31:26, 2023-01-30 19:37:51,-67,83, F4:92:BF:CA:7C:AC,M-HOME_2.4 FL3
,,,,,,,,,,,,,,,02:64:F6:B2:D8:C9, 2023-01-30 19:37:40, 2023-01-30 19:37:40,-67,1, (not associated) ,
,,,,,,,,,,,,,,,D6:3D:16:9B:C9:A7, 2023-01-30 19:37:40, 2023-01-30 19:37:40,-67,1, (not associated) ,
,,,,,,,,,,,,,,,4A:51:DB:98:96:A2, 2023-01-30 19:37:41, 2023-01-30 19:37:41,-65,1, (not associated) ,
,,,,,,,,,,,,,,,D8:A3:15:B5:FC:D1, 2023-01-30 19:31:42, 2023-01-30 19:37:53,-61,32, E8:65:D4:64:D1:11,
,,,,,,,,,,,,,,,12:54:B9:C5:2A:CB, 2023-01-30 19:37:18, 2023-01-30 19:37:18,-61,4, (not associated) ,
,,,,,,,,,,,,,,,4E:80:94:C7:2D:70, 2023-01-30 19:33:36, 2023-01-30 19:38:16,-55,124, F4:92:BF:CA:7C:AC,
,,,,,,,,,,,,,,,02:18:3E:15:65:DA, 2023-01-30 19:31:42, 2023-01-30 19:37:59,-55,43, F4:92:BF:CA:7C:AC,
,,,,,,,,,,,,,,,E2:AB:49:30:24:C4, 2023-01-30 19:37:55, 2023-01-30 19:37:55,-53,4, (not associated) ,
,,,,,,,,,,,,,,,06:A5:94:DF:AD:C1, 2023-01-30 19:37:33, 2023-01-30 19:37:33,-51,1, (not associated) ,
,,,,,,,,,,,,,,,66:A0:33:AF:7A:06, 2023-01-30 19:31:24, 2023-01-30 19:38:07,-51,157, F0:0F:EC:72:20:98,
,,,,,,,,,,,,,,,0A:EC:C9:5D:49:A8, 2023-01-30 19:37:33, 2023-01-30 19:37:33,-49,2, (not associated) ,
,,,,,,,,,,,,,,,86:9B:71:95:45:79, 2023-01-30 19:38:03, 2023-01-30 19:38:04,-47,6, (not associated) ,
,,,,,,,,,,,,,,,3C:6A:A7:DC:71:2F, 2023-01-30 19:31:28, 2023-01-30 19:37:54,-43,88, 1A:5F:A7:1C:AB:D7,WRS3_1234
,,,,,,,,,,,,,,,C8:21:58:AF:7D:A5, 2023-01-30 19:34:55, 2023-01-30 19:38:17,-75,68, FC:EC:DA:E6:51:D9,M-HOME_FL4
,,,,,,,,,,,,,,,B8:27:EB:A9:06:0A, 2023-01-30 19:32:07, 2023-01-30 19:38:08,-16,81, 1A:5F:A7:1C:AB:D7,
,,,,,,,,,,,,,,,1C:3B:F3:30:65:C1, 2023-01-30 19:31:25, 2023-01-30 19:37:16,-1,29, AC:9E:17:5C:AE:CC,
,,,,,,,,,,,,,,,76:48:85:C0:B1:1A, 2023-01-30 19:37:33, 2023-01-30 19:37:53,-1,64, AC:9E:17:5C:AE:CC,
,,,,,,,,,,,,,,,B0:C5:54:4B:B2:AA, 2023-01-30 19:37:42, 2023-01-30 19:37:42,-1,1, 18:56:44:02:41:30,
,,,,,,,,,,,,,,,EA:99:21:51:5B:4C, 2023-01-30 19:38:15, 2023-01-30 19:38:15,-55,1, (not associated) ,
,,,,,,,,,,,,,,,62:0D:F1:DA:25:B6, 2023-01-30 19:38:15, 2023-01-30 19:38:15,-59,1, (not associated) ,
