BSSID, First time seen, Last time seen, channel, Speed, Privacy, Cipher, Authentication, Power, # beacons, # IV, LAN IP, ID-length, ESSID, Key,Station MAC, First time seen, Last time seen, Power, # packets, BSSID, Probed ESSIDs
,,,,,,,,,,,,,,,0E:D8:68:0E:2A:EA, 2023-01-30 20:07:49, 2023-01-30 20:07:49,-65,1, (not associated) ,
,,,,,,,,,,,,,,,D6:3B:23:1F:56:CD, 2023-01-30 20:07:36, 2023-01-30 20:07:37,-57,8, (not associated) ,
,,,,,,,,,,,,,,,12:1C:10:5C:9B:CC, 2023-01-30 20:07:27, 2023-01-30 20:07:27,-53,4, (not associated) ,
,,,,,,,,,,,,,,,5E:EF:80:03:C4:CD, 2023-01-30 20:07:25, 2023-01-30 20:07:25,-55,2, (not associated) ,
,,,,,,,,,,,,,,,F6:94:E8:9F:E1:78, 2023-01-30 20:07:14, 2023-01-30 20:07:14,-57,2, (not associated) ,
,,,,,,,,,,,,,,,3E:78:9F:FF:13:38, 2023-01-30 20:09:11, 2023-01-30 20:09:11,-67,1, (not associated) ,
,,,,,,,,,,,,,,,C6:CD:9A:58:D6:C8, 2023-01-30 20:09:31, 2023-01-30 20:09:31,-65,1, (not associated) ,
,,,,,,,,,,,,,,,3A:6C:92:9A:7B:88, 2023-01-30 20:09:31, 2023-01-30 20:09:31,-63,1, (not associated) ,
,,,,,,,,,,,,,,,8E:E5:87:4D:23:60, 2023-01-30 20:10:12, 2023-01-30 20:10:12,-59,2, (not associated) ,
,,,,,,,,,,,,,,,3E:21:26:E5:65:2C, 2023-01-30 20:10:43, 2023-01-30 20:10:43,-59,2, (not associated) ,
,,,,,,,,,,,,,,,62:66:37:39:76:3F, 2023-01-30 20:11:10, 2023-01-30 20:11:10,-71,1, (not associated) ,
,,,,,,,,,,,,,,,AA:3B:EC:D4:28:9A, 2023-01-30 20:11:11, 2023-01-30 20:11:11,-63,1, (not associated) ,
,,,,,,,,,,,,,,,B2:31:AC:FD:D8:AE, 2023-01-30 20:11:24, 2023-01-30 20:11:24,-81,3, 00:25:00:FF:94:73,
,,,,,,,,,,,,,,,7A:E4:04:BC:1A:9E, 2023-01-30 20:11:24, 2023-01-30 20:11:24,-65,1, (not associated) ,
,,,,,,,,,,,,,,,8E:5D:DA:64:72:97, 2023-01-30 20:12:08, 2023-01-30 20:12:08,-83,1, 00:25:00:FF:94:73,
,,,,,,,,,,,,,,,56:B2:CC:1A:46:0F, 2023-01-30 20:12:22, 2023-01-30 20:12:23,-59,13, (not associated) ,
,,,,,,,,,,,,,,,E2:F4:CC:77:05:5C, 2023-01-30 20:12:32, 2023-01-30 20:12:32,-59,1, (not associated) ,
,,,,,,,,,,,,,,,34:6F:24:E4:65:8B, 2023-01-30 20:09:50, 2023-01-30 20:12:46,-71,2, (not associated) ,
,,,,,,,,,,,,,,,86:71:DA:71:9C:66, 2023-01-30 20:12:57, 2023-01-30 20:12:57,-61,1, (not associated) ,
,,,,,,,,,,,,,,,FE:C5:5D:07:E7:AF, 2023-01-30 20:12:57, 2023-01-30 20:12:57,-59,2, (not associated) ,
,,,,,,,,,,,,,,,C2:6D:32:9E:40:5C, 2023-01-30 20:13:12, 2023-01-30 20:13:12,-73,1, (not associated) ,
,,,,,,,,,,,,,,,A6:49:8A:71:0C:77, 2023-01-30 20:13:10, 2023-01-30 20:13:10,-71,1, F4:92:BF:CA:7C:AC,
,,,,,,,,,,,,,,,06:6F:15:CE:23:BC, 2023-01-30 20:14:08, 2023-01-30 20:14:08,-71,1, (not associated) ,
,,,,,,,,,,,,,,,42:E5:73:F8:18:1A, 2023-01-30 20:14:31, 2023-01-30 20:14:31,-69,1, (not associated) ,
,,,,,,,,,,,,,,,6A:3F:C6:18:26:0F, 2023-01-30 20:14:36, 2023-01-30 20:14:36,-69,1, (not associated) ,
,,,,,,,,,,,,,,,EA:50:3A:29:E9:9F, 2023-01-30 20:14:34, 2023-01-30 20:14:34,-63,1, (not associated) ,
,,,,,,,,,,,,,,,1A:4D:89:54:AE:A7, 2023-01-30 20:14:34, 2023-01-30 20:14:34,-59,1, (not associated) ,
,,,,,,,,,,,,,,,7E:34:A1:9A:B6:AF, 2023-01-30 20:14:48, 2023-01-30 20:14:48,-67,1, (not associated) ,
,,,,,,,,,,,,,,,12:FE:2F:4B:A8:F0, 2023-01-30 20:14:58, 2023-01-30 20:14:58,-71,1, (not associated) ,
,,,,,,,,,,,,,,,AA:80:6A:19:66:69, 2023-01-30 20:15:00, 2023-01-30 20:15:00,-69,2, (not associated) ,
,,,,,,,,,,,,,,,7E:E2:2B:63:E6:DC, 2023-01-30 20:14:56, 2023-01-30 20:14:56,-53,2, (not associated) ,
,,,,,,,,,,,,,,,2A:2B:B6:18:A2:8E, 2023-01-30 20:15:31, 2023-01-30 20:16:12,-76,14, 00:25:00:FF:94:73,
,,,,,,,,,,,,,,,4E:80:94:C7:2D:70, 2023-01-30 20:06:58, 2023-01-30 20:16:24,-71,254, F4:92:BF:CA:7C:AC,M-HOME_2.4 FL3
,,,,,,,,,,,,,,,B4:69:21:28:1E:78, 2023-01-30 20:16:22, 2023-01-30 20:16:22,-51,4, (not associated) ,M-HOME_FL4
,,,,,,,,,,,,,,,34:6F:24:0F:D0:FF, 2023-01-30 20:08:32, 2023-01-30 20:16:32,-69,6, (not associated) ,
,,,,,,,,,,,,,,,8E:D4:F4:6F:FB:EC, 2023-01-30 20:14:42, 2023-01-30 20:17:18,-82,64, FC:EC:DA:E6:51:D9,M-HOME_FL4
,,,,,,,,,,,,,,,16:34:A2:0D:A0:D5, 2023-01-30 20:09:42, 2023-01-30 20:17:16,-79,5, E8:65:D4:64:D1:11,
,,,,,,,,,,,,,,,6A:68:0C:33:25:DE, 2023-01-30 20:06:58, 2023-01-30 20:16:44,-77,21, 50:C7:BF:1A:87:93,
,,,,,,,,,,,,,,,D8:A3:15:B5:FC:D1, 2023-01-30 20:07:01, 2023-01-30 20:17:33,-71,13, E8:65:D4:64:D1:11,
,,,,,,,,,,,,,,,42:44:64:BD:3F:36, 2023-01-30 20:17:33, 2023-01-30 20:17:33,-71,2, (not associated) ,
,,,,,,,,,,,,,,,4E:A1:D9:4E:45:2F, 2023-01-30 20:07:07, 2023-01-30 20:17:42,-71,224, F4:92:BF:CA:7C:AC,M-HOME_2.4 FL3
,,,,,,,,,,,,,,,80:4E:70:BC:6E:52, 2023-01-30 20:14:15, 2023-01-30 20:17:37,-69,10, (not associated) ,4405
,,,,,,,,,,,,,,,84:6F:CE:6F:D0:E9, 2023-01-30 20:09:42, 2023-01-30 20:17:16,-67,10, E8:65:D4:64:D1:11,
,,,,,,,,,,,,,,,3A:66:12:29:80:CD, 2023-01-30 20:16:51, 2023-01-30 20:16:51,-67,1, (not associated) ,
,,,,,,,,,,,,,,,9A:ED:E9:1D:38:57, 2023-01-30 20:17:06, 2023-01-30 20:17:07,-67,7, (not associated) ,
,,,,,,,,,,,,,,,66:A0:33:AF:7A:06, 2023-01-30 20:06:58, 2023-01-30 20:17:34,-66,327, F0:0F:EC:72:20:98,
,,,,,,,,,,,,,,,7E:B1:64:FB:C9:7F, 2023-01-30 20:17:04, 2023-01-30 20:17:04,-65,3, (not associated) ,
,,,,,,,,,,,,,,,D6:F4:8D:06:C4:B1, 2023-01-30 20:17:14, 2023-01-30 20:17:15,-65,2, (not associated) ,
,,,,,,,,,,,,,,,2A:B1:9A:D4:55:23, 2023-01-30 20:17:15, 2023-01-30 20:17:15,-65,2, (not associated) ,
,,,,,,,,,,,,,,,B2:10:23:53:53:4C, 2023-01-30 20:17:15, 2023-01-30 20:17:15,-63,2, (not associated) ,
,,,,,,,,,,,,,,,2E:EC:72:4D:31:5B, 2023-01-30 20:17:24, 2023-01-30 20:17:24,-63,1, (not associated) ,
,,,,,,,,,,,,,,,8E:E6:EF:C2:78:C1, 2023-01-30 20:17:14, 2023-01-30 20:17:14,-61,1, (not associated) ,
,,,,,,,,,,,,,,,14:1F:78:8F:A9:68, 2023-01-30 20:06:58, 2023-01-30 20:17:42,-59,1214, F4:92:BF:CA:7C:AC,
,,,,,,,,,,,,,,,02:18:3E:15:65:DA, 2023-01-30 20:10:15, 2023-01-30 20:17:26,-57,11, F4:92:BF:CA:7C:AC,M-HOME_2.4 FL3
,,,,,,,,,,,,,,,C8:21:58:AF:7D:A5, 2023-01-30 20:07:09, 2023-01-30 20:17:36,-53,56, FC:EC:DA:E6:51:D9,
,,,,,,,,,,,,,,,3C:6A:A7:DC:71:2F, 2023-01-30 20:07:21, 2023-01-30 20:17:39,-39,193, 1A:5F:A7:1C:AB:D7,WRS3_1234
,,,,,,,,,,,,,,,B8:27:EB:A9:06:0A, 2023-01-30 20:07:07, 2023-01-30 20:17:26,-19,244, 1A:5F:A7:1C:AB:D7,
,,,,,,,,,,,,,,,1C:3B:F3:30:65:C1, 2023-01-30 20:06:58, 2023-01-30 20:17:42,-1,16, AC:9E:17:5C:AE:CC,
,,,,,,,,,,,,,,,EA:E4:ED:DC:D8:71, 2023-01-30 20:15:28, 2023-01-30 20:17:26,-1,15, AC:9E:17:5C:AE:CC,
,,,,,,,,,,,,,,,76:48:85:C0:B1:1A, 2023-01-30 20:07:33, 2023-01-30 20:17:42,-1,13, AC:9E:17:5C:AE:CC,
