BSSID, First time seen, Last time seen, channel, Speed, Privacy, Cipher, Authentication, Power, # beacons, # IV, LAN IP, ID-length, ESSID, Key,Station MAC, First time seen, Last time seen, Power, # packets, BSSID, Probed ESSIDs
E8:65:D4:64:D1:15, 2023-01-30 19:55:17, 2023-01-30 20:01:17,40,780, WPA2, CCMP TKIP, PSK,-78,33,0,   0.  0.  0.  0,8, MHOME_5G, ,72:F5:8F:79:DB:EC, 2023-01-30 19:57:40, 2023-01-30 19:57:40,-49,1, (not associated) ,
30:0A:C5:9E:24:63, 2023-01-30 19:55:25, 2023-01-30 20:01:09,11,130, WPA2, CCMP, PSK,-75,16,0,   0.  0.  0.  0,8, PanPanDa, ,36:3D:0E:22:99:0E, 2023-01-30 19:57:40, 2023-01-30 19:57:40,-55,1, (not associated) ,
CC:64:A6:7D:49:24, 2023-01-30 19:55:26, 2023-01-30 20:01:17,11,130, WPA2 WPA, CCMP, PSK,-73,20,0,   0.  0.  0.  0,4, A600, ,22:EC:8B:1F:8E:BA, 2023-01-30 19:57:16, 2023-01-30 19:57:16,-53,1, (not associated) ,
DE:02:44:0C:2D:23, 2023-01-30 19:55:26, 2023-01-30 20:01:17,6,130, WPA3 WPA2, CCMP, SAE PSK,-72,3,0,   0.  0.  0.  0,23, , ,EA:08:62:50:D6:C9, 2023-01-30 19:57:16, 2023-01-30 19:57:16,-57,1, (not associated) ,
50:C7:BF:1A:87:93, 2023-01-30 19:55:15, 2023-01-30 20:01:18,4,130, WPA2, CCMP, PSK,-41,171,107,   0.  0.  0.  0,13, Mhome_Private, ,BA:6B:33:E4:85:E7, 2023-01-30 19:57:16, 2023-01-30 19:57:16,-63,1, (not associated) ,
94:46:96:56:DC:64, 2023-01-30 19:56:24, 2023-01-30 20:00:59,1,130, WPA2, CCMP TKIP, PSK,-70,4,0,   0.  0.  0.  0,10, Moss2.4GHz, ,D2:62:16:5D:BD:E6, 2023-01-30 19:57:17, 2023-01-30 19:57:17,-71,1, (not associated) ,
AC:85:3D:EF:52:D0, 2023-01-30 19:55:16, 2023-01-30 20:01:17,11,130, WPA2, CCMP, PSK,-68,19,19,   0.  0.  0.  0,9, Big Mouth, ,BE:54:51:EE:59:DC, 2023-01-30 19:56:50, 2023-01-30 19:56:50,-47,1, (not associated) ,
AC:9E:17:5C:AE:CC, 2023-01-30 19:55:16, 2023-01-30 20:01:18,6,130, WPA2, CCMP, PSK,-53,154,654,   0.  0.  0.  0,8, MHome2.4, ,5A:11:D0:E2:B2:10, 2023-01-30 19:56:51, 2023-01-30 19:56:51,-49,2, (not associated) ,
F4:92:BF:CA:7C:AC, 2023-01-30 19:55:15, 2023-01-30 20:01:19,1,130, OPN, ,   ,-62,41,227,  10.  5. 50.225,14, M-HOME_2.4 FL3, ,76:77:77:8D:65:0F, 2023-01-30 19:56:50, 2023-01-30 19:56:51,-63,13, (not associated) ,OSHINEI_CUSTOMER
8C:FD:18:B0:9E:64, 2023-01-30 19:55:16, 2023-01-30 20:01:16,9,130, WPA2 WPA, CCMP, PSK,-62,87,0,   0.  0.  0.  0,4, Reef, ,EA:1D:74:FD:EF:96, 2023-01-30 19:56:40, 2023-01-30 19:56:40,-39,1, (not associated) ,
78:90:A2:8F:A5:CE, 2023-01-30 19:55:15, 2023-01-30 20:01:17,11,360, WPA2, CCMP TKIP, PSK,-61,133,4,   0.  0.  0.  0,10, sirin_2.4G, ,2A:BE:B9:9F:18:D5, 2023-01-30 19:55:41, 2023-01-30 19:56:41,-82,3, 18:E8:29:FE:EB:AF,
10:27:F5:69:FB:1A, 2023-01-30 19:55:16, 2023-01-30 20:01:17,10,270, WPA2, CCMP, PSK,-60,168,0,   0.  0.  0.  0,12, BajangWIFI24, ,FA:31:64:BD:AE:0B, 2023-01-30 19:55:53, 2023-01-30 19:56:16,-1,12, C0:C9:E3:D7:DD:9D,
E8:65:D4:64:D1:11, 2023-01-30 19:55:16, 2023-01-30 20:01:18,5,270, WPA2, CCMP TKIP, PSK,-49,181,8,   0.  0.  0.  0,5, MHOME, ,CA:F7:A7:D4:1A:49, 2023-01-30 19:56:15, 2023-01-30 19:56:15,-61,1, (not associated) ,
FC:EC:DA:E6:51:D9, 2023-01-30 19:55:16, 2023-01-30 20:01:17,11,130, OPN, ,   ,-47,195,18,  10.  5. 50.  2,10, M-HOME_FL4, ,B4:69:21:28:1E:78, 2023-01-30 19:55:18, 2023-01-30 19:56:17,-63,6, FC:EC:DA:E6:51:D9,M-HOME_FL4
1A:5F:A7:1C:AB:D7, 2023-01-30 19:55:16, 2023-01-30 20:01:16,6,130, WPA3 WPA2, CCMP, SAE PSK,-44,189,5,   0.  0.  0.  0,3, Aim, ,72:E8:0B:96:7B:BB, 2023-01-30 19:55:51, 2023-01-30 19:55:51,-47,5, (not associated) ,
00:0E:F4:FB:E5:59, 2023-01-30 19:55:15, 2023-01-30 20:01:16,1,130, WPA2 WPA, CCMP TKIP, PSK,-43,95,0,   0.  0.  0.  0,4, TEST, ,12:61:64:1F:24:BD, 2023-01-30 19:55:49, 2023-01-30 19:55:49,-53,1, (not associated) ,
F0:0F:EC:72:20:98, 2023-01-30 19:55:15, 2023-01-30 20:01:19,1,130, WPA2, CCMP, PSK,-37,94,24,   0.  0.  0.  0,4, ... , ,0A:DB:B7:28:BB:C8, 2023-01-30 19:55:48, 2023-01-30 19:55:52,-80,3, 00:25:00:FF:94:73,
,,,,,,,,,,,,,,,FA:F0:7E:1A:11:C5, 2023-01-30 19:55:38, 2023-01-30 19:55:38,-43,2, (not associated) ,
,,,,,,,,,,,,,,,F2:EF:06:B3:C9:4A, 2023-01-30 19:55:28, 2023-01-30 19:55:28,-55,1, (not associated) ,
,,,,,,,,,,,,,,,96:5F:86:42:E5:4C, 2023-01-30 19:55:26, 2023-01-30 19:55:26,-83,1, 00:25:00:FF:94:73,
,,,,,,,,,,,,,,,06:6B:6E:2E:10:87, 2023-01-30 19:55:17, 2023-01-30 19:55:17,-65,2, (not associated) ,
,,,,,,,,,,,,,,,02:76:23:2C:9D:B8, 2023-01-30 19:55:13, 2023-01-30 19:55:13,-65,9, (not associated) ,
,,,,,,,,,,,,,,,00:F4:8D:7D:71:A5, 2023-01-30 19:55:45, 2023-01-30 19:55:45,-75,1, 14:91:82:A4:38:51,
,,,,,,,,,,,,,,,CA:AD:45:AB:41:53, 2023-01-30 19:55:45, 2023-01-30 19:55:45,-67,1, (not associated) ,
,,,,,,,,,,,,,,,7E:8F:9C:00:D6:B2, 2023-01-30 19:55:54, 2023-01-30 19:55:54,-59,1, (not associated) ,
,,,,,,,,,,,,,,,1A:18:99:49:7A:A8, 2023-01-30 19:55:54, 2023-01-30 19:55:54,-57,1, (not associated) ,
,,,,,,,,,,,,,,,76:CA:5C:07:14:3A, 2023-01-30 19:56:08, 2023-01-30 19:56:08,-67,1, (not associated) ,
,,,,,,,,,,,,,,,EE:7D:03:50:75:22, 2023-01-30 19:56:08, 2023-01-30 19:56:08,-61,1, (not associated) ,
,,,,,,,,,,,,,,,7A:3F:6B:53:29:56, 2023-01-30 19:56:19, 2023-01-30 19:56:19,-53,1, (not associated) ,
,,,,,,,,,,,,,,,26:9A:51:1F:6A:8C, 2023-01-30 19:56:42, 2023-01-30 19:56:42,-53,1, (not associated) ,
,,,,,,,,,,,,,,,32:2E:F6:4F:58:58, 2023-01-30 19:56:55, 2023-01-30 19:56:55,-72,2, 00:25:00:FF:94:73,
,,,,,,,,,,,,,,,DA:01:39:12:79:95, 2023-01-30 19:56:58, 2023-01-30 19:56:58,-67,1, (not associated) ,
,,,,,,,,,,,,,,,12:02:AD:C1:D9:E2, 2023-01-30 19:55:54, 2023-01-30 19:56:57,-47,10, FC:EC:DA:E6:51:D9,M-HOME_FL4
,,,,,,,,,,,,,,,76:FB:86:F4:47:CD, 2023-01-30 19:57:08, 2023-01-30 19:57:08,-71,1, (not associated) ,
,,,,,,,,,,,,,,,64:90:C1:8A:52:9E, 2023-01-30 19:56:08, 2023-01-30 19:57:08,-67,2, 8C:FD:18:B0:9E:64,
,,,,,,,,,,,,,,,DE:84:60:C4:6F:6B, 2023-01-30 19:56:55, 2023-01-30 19:57:06,-67,4, 00:25:00:FF:94:73,
,,,,,,,,,,,,,,,4A:C0:1B:AA:D8:06, 2023-01-30 19:57:21, 2023-01-30 19:57:21,-69,1, (not associated) ,
,,,,,,,,,,,,,,,EA:EA:D8:5E:72:D4, 2023-01-30 19:57:33, 2023-01-30 19:57:33,-59,1, (not associated) ,
,,,,,,,,,,,,,,,CA:56:F8:47:91:4F, 2023-01-30 19:57:43, 2023-01-30 19:57:43,-71,1, (not associated) ,
,,,,,,,,,,,,,,,9E:C3:96:73:C2:09, 2023-01-30 19:57:47, 2023-01-30 19:57:47,-67,1, (not associated) ,
,,,,,,,,,,,,,,,4E:03:DF:FF:F3:48, 2023-01-30 19:58:20, 2023-01-30 19:58:20,-71,2, (not associated) ,
,,,,,,,,,,,,,,,36:2D:2B:91:FD:08, 2023-01-30 19:58:34, 2023-01-30 19:58:34,-73,1, (not associated) ,
,,,,,,,,,,,,,,,52:64:43:85:4E:06, 2023-01-30 19:58:34, 2023-01-30 19:58:34,-69,2, (not associated) ,
,,,,,,,,,,,,,,,80:4E:70:BC:6E:52, 2023-01-30 19:56:14, 2023-01-30 19:58:31,-59,19, (not associated) ,4405
,,,,,,,,,,,,,,,8E:74:CC:4F:EE:A8, 2023-01-30 19:58:44, 2023-01-30 19:58:44,-77,1, (not associated) ,Maprang_FL4_5G
,,,,,,,,,,,,,,,4E:FD:6A:C0:05:A7, 2023-01-30 19:58:46, 2023-01-30 19:58:46,-67,1, (not associated) ,
,,,,,,,,,,,,,,,2E:8A:81:17:51:CE, 2023-01-30 19:58:47, 2023-01-30 19:58:47,-65,2, (not associated) ,
,,,,,,,,,,,,,,,62:E8:DC:7B:2F:96, 2023-01-30 19:58:54, 2023-01-30 19:58:54,-67,1, (not associated) ,
,,,,,,,,,,,,,,,34:6F:24:0F:D0:FF, 2023-01-30 19:59:32, 2023-01-30 19:59:32,-69,1, (not associated) ,
,,,,,,,,,,,,,,,EA:EB:DD:12:C7:1B, 2023-01-30 19:59:35, 2023-01-30 19:59:35,-69,1, F4:92:BF:CA:7C:AC,
,,,,,,,,,,,,,,,9A:AE:5C:2B:AC:2B, 2023-01-30 19:59:33, 2023-01-30 19:59:33,-63,5, (not associated) ,
,,,,,,,,,,,,,,,22:55:1E:FC:DA:14, 2023-01-30 19:58:34, 2023-01-30 19:59:44,-75,3, F4:92:BF:CA:7C:AC,
,,,,,,,,,,,,,,,1A:51:6D:75:AB:D2, 2023-01-30 19:59:42, 2023-01-30 19:59:42,-53,1, (not associated) ,
,,,,,,,,,,,,,,,EA:E2:EC:0F:39:26, 2023-01-30 19:59:58, 2023-01-30 19:59:58,-61,2, (not associated) ,
,,,,,,,,,,,,,,,52:AE:0A:1F:FA:8F, 2023-01-30 19:59:58, 2023-01-30 19:59:59,-39,3, (not associated) ,
,,,,,,,,,,,,,,,86:D5:95:17:70:5B, 2023-01-30 19:55:50, 2023-01-30 20:00:07,-63,8, 18:E8:29:FE:EB:AF,
,,,,,,,,,,,,,,,BA:B4:4D:76:4C:0B, 2023-01-30 20:00:06, 2023-01-30 20:00:06,-63,4, (not associated) ,
,,,,,,,,,,,,,,,76:BC:E7:9A:8D:3C, 2023-01-30 20:00:11, 2023-01-30 20:00:11,-63,1, (not associated) ,
,,,,,,,,,,,,,,,4A:8D:E1:B2:4B:0A, 2023-01-30 20:00:54, 2023-01-30 20:00:54,-87,1, 00:25:00:FF:94:73,
,,,,,,,,,,,,,,,4E:5B:E0:29:85:0A, 2023-01-30 20:00:37, 2023-01-30 20:00:37,-83,1, 00:25:00:FF:94:73,
,,,,,,,,,,,,,,,8E:D4:F4:6F:FB:EC, 2023-01-30 19:56:24, 2023-01-30 20:01:00,-83,7, FC:EC:DA:E6:51:D9,
,,,,,,,,,,,,,,,96:81:6F:07:40:4B, 2023-01-30 20:00:33, 2023-01-30 20:00:33,-81,1, 00:25:00:FF:94:73,
,,,,,,,,,,,,,,,84:6F:CE:6F:D0:E9, 2023-01-30 19:56:33, 2023-01-30 20:00:36,-81,12, E8:65:D4:64:D1:11,
,,,,,,,,,,,,,,,76:8F:BB:63:F1:CC, 2023-01-30 20:01:08, 2023-01-30 20:01:08,-79,1, (not associated) ,
,,,,,,,,,,,,,,,76:8C:98:6C:36:53, 2023-01-30 20:00:33, 2023-01-30 20:00:43,-78,2, E8:65:D4:64:D1:11,
,,,,,,,,,,,,,,,66:A0:33:AF:7A:06, 2023-01-30 19:55:27, 2023-01-30 20:01:10,-78,272, F0:0F:EC:72:20:98,
,,,,,,,,,,,,,,,EA:E4:ED:DC:D8:71, 2023-01-30 19:55:16, 2023-01-30 20:01:17,-77,598, AC:9E:17:5C:AE:CC,
,,,,,,,,,,,,,,,4E:A1:D9:4E:45:2F, 2023-01-30 19:55:19, 2023-01-30 20:01:17,-75,225, F4:92:BF:CA:7C:AC,M-HOME_2.4 FL3
,,,,,,,,,,,,,,,BE:29:D3:B4:01:47, 2023-01-30 20:00:22, 2023-01-30 20:00:22,-73,1, (not associated) ,
,,,,,,,,,,,,,,,C2:03:51:68:64:91, 2023-01-30 20:00:55, 2023-01-30 20:00:55,-73,1, (not associated) ,
,,,,,,,,,,,,,,,9E:F0:D8:D8:2D:65, 2023-01-30 19:57:25, 2023-01-30 20:00:26,-71,8, F4:92:BF:CA:7C:AC,M-HOME_2.4 FL3
,,,,,,,,,,,,,,,EA:00:CD:3F:9C:21, 2023-01-30 19:55:42, 2023-01-30 20:01:10,-71,105, AC:85:3D:EF:52:D0,
,,,,,,,,,,,,,,,82:66:94:66:4D:D6, 2023-01-30 20:00:23, 2023-01-30 20:00:23,-69,1, (not associated) ,
,,,,,,,,,,,,,,,8A:D2:34:75:C0:10, 2023-01-30 20:00:29, 2023-01-30 20:00:29,-67,1, (not associated) ,
,,,,,,,,,,,,,,,3A:B4:08:FE:B3:46, 2023-01-30 20:00:31, 2023-01-30 20:00:31,-67,1, (not associated) ,
,,,,,,,,,,,,,,,14:1F:78:8F:A9:68, 2023-01-30 19:55:15, 2023-01-30 20:01:19,-53,468, F4:92:BF:CA:7C:AC,
,,,,,,,,,,,,,,,76:3B:E7:C5:11:FE, 2023-01-30 20:00:26, 2023-01-30 20:00:26,-65,1, (not associated) ,
,,,,,,,,,,,,,,,2E:A9:22:1B:26:51, 2023-01-30 20:00:42, 2023-01-30 20:00:42,-63,1, (not associated) ,
,,,,,,,,,,,,,,,DE:70:C4:F9:A5:6F, 2023-01-30 19:58:53, 2023-01-30 20:00:50,-61,32, (not associated) ,OSHINEI_CUSTOMER
,,,,,,,,,,,,,,,D8:A3:15:B5:FC:D1, 2023-01-30 19:57:08, 2023-01-30 20:00:53,-61,18, E8:65:D4:64:D1:11,
,,,,,,,,,,,,,,,4E:80:94:C7:2D:70, 2023-01-30 19:55:17, 2023-01-30 20:00:59,-59,27, F4:92:BF:CA:7C:AC,
,,,,,,,,,,,,,,,0A:79:CD:3E:9C:E1, 2023-01-30 20:00:55, 2023-01-30 20:00:55,-57,2, (not associated) ,
,,,,,,,,,,,,,,,5A:A3:E6:72:F9:AC, 2023-01-30 20:01:12, 2023-01-30 20:01:12,-55,1, (not associated) ,
,,,,,,,,,,,,,,,C8:21:58:AF:7D:A5, 2023-01-30 19:55:53, 2023-01-30 20:01:08,-53,31, FC:EC:DA:E6:51:D9,M-HOME_FL4
,,,,,,,,,,,,,,,3C:6A:A7:DC:71:2F, 2023-01-30 19:55:31, 2023-01-30 20:00:54,-41,61, 1A:5F:A7:1C:AB:D7,WRS3_1234
,,,,,,,,,,,,,,,B8:27:EB:A9:06:0A, 2023-01-30 19:55:59, 2023-01-30 20:01:08,-7,75, 1A:5F:A7:1C:AB:D7,
,,,,,,,,,,,,,,,1C:3B:F3:30:65:C1, 2023-01-30 20:01:18, 2023-01-30 20:01:18,-1,1, AC:9E:17:5C:AE:CC,
